Fever,Cough,Fatigue,Difficulty Breathing,Age,Gender,Blood Pressure,Cholesterol Level
0.08468056657502794,0.07810287969232295,0.11926794031915845,0.054820213369395965,0.39602846678653525,0.08512851730969592,0.07580079464235581,0.10617062130550772
0.081908515871318,0.11343106763234122,0.08011571898349698,0.03758107058271268,0.30430851392118174,0.10587490255872897,0.10339244667598009,0.17338776377424028
0.1134618902178184,0.0952075630426751,0.021688139760459926,0.010133198295179665,0.39607877346088766,0.1212742809497825,0.10132788250877867,0.140828271764418
0.11301015001901449,0.06897855314053815,0.036321724086701326,0.279282040696291,0.1891272545903895,0.09363947582147547,0.12498353868615542,0.09465726295943475
0.10471552338955253,0.11750852952023662,0.015518009599676728,0.23676293730093126,0.30686179126186597,0.11540169124562275,0.05025976574439217,0.05297175193772198
0.10563078112577853,0.10237311571689764,0.026777292778659843,0.006290855572260805,0.3891256168623551,0.11072148096562416,0.11073076514433328,0.1483500918340907
0.11073467040868344,0.09788282671937472,0.02459727709629738,0.009637922182405327,0.3883113367594471,0.13362787781050156,0.09782055730155727,0.13738753172173307
0.06568741746378036,0.13243146364579808,0.11985713263898393,0.018724547708756124,0.23673633337068697,0.15021311195244305,0.125512328398682,0.15083766482086952
0.043390085295937596,0.11588584760762394,0.013264211949543818,0.18048833970501588,0.3435987107575163,0.09733638047781602,0.09098194702996598,0.11505447717658046
0.08440190231938527,0.11251163486592647,0.23251688952829766,0.01494532852664259,0.3464908869555087,0.09168241117217749,0.05748925813975473,0.059961688492307055
0.09820795743006518,0.09405380177724426,0.09899239840348097,0.050360889524734755,0.3722685423833139,0.09892076173021548,0.08032444141008205,0.10687120734086346
0.0641926073794917,0.08016035456346834,0.08250391609659656,0.31695175218846705,0.2680601827830063,0.05581557822174989,0.06299930235952203,0.0693163064076981
0.08520340550031877,0.16943678003542645,0.06374064999794213,0.04644770781421014,0.33997081510455496,0.07479097545004322,0.11898003563724173,0.10142963046026271
0.07933408029396913,0.10308622897778562,0.13155990929378242,0.049485292085064664,0.3467505659001495,0.0762989136071351,0.0941119780173642,0.11937303182474931
0.10773590740605715,0.10393750346313764,0.023375367616873654,0.008931401712920922,0.3496284092781044,0.12709083487621411,0.1055186211921903,0.1737819544545019
0.1015755458139364,0.09483487619260929,0.2606218620312733,0.0038093207708109604,0.2655497852770005,0.07779714989785042,0.09687900750687202,0.09893245250964716
0.10628045258477067,0.10265595915415068,0.05692492574065111,0.04190898003765784,0.2662390892325211,0.11395406807951544,0.11675950191007341,0.19527702326065993
0.07299703786187127,0.07562521339051288,0.2617655144725168,0.009027328630076928,0.2915078680281453,0.08789034241816024,0.08395910033119086,0.1172275948675258
0.12552891336617467,0.13609788994942157,0.03631388763144086,0.014306926218602438,0.33862024198190926,0.1444078080422671,0.08313953460144922,0.12158479820873498
0.11944783868760407,0.0846990042811549,0.0364644280143802,0.10155671946313344,0.219771729392334,0.12386691002940822,0.11832992601372924,0.19586344411825582
0.13512648927393878,0.11202018844806912,0.07073373461174998,0.0906699158801996,0.2468112009677763,0.0912137443837259,0.14897403463027878,0.10445069180426161
0.13488796940899633,0.14335363705978835,0.041454628351857335,0.013558867464759846,0.25774837888944,0.1707409086495666,0.10309701384809387,0.1351585963274976
0.09370150317288285,0.09669125589226775,0.24966799184165306,0.00934124668543306,0.23182837994158187,0.10131350444728143,0.06551294183279505,0.15194317618610503
0.16040279642208008,0.15347966145432088,0.0588150724139604,0.024982792499764955,0.29936718141533364,0.1901106998772869,0.04959979762335093,0.06324199829390217
0.12955158943586134,0.11351458777181742,0.0246843708341454,0.015740967227822884,0.3114805370920147,0.1363176245697491,0.13146620056932587,0.13724412249926324
0.13284109440065242,0.10825819725293459,0.0277799265075493,0.012474470083681409,0.3120418576691679,0.14307128259156085,0.11679170763775724,0.14674146385669623
0.137493193538023,0.14624694261512072,0.038290062597525674,0.013882277262238714,0.2381165132247043,0.18148058048873178,0.11210380241374977,0.132386627859906
0.12055126233675013,0.10713680301324792,0.02258464264939359,0.012211066628805197,0.30934450307943184,0.15110503335884024,0.11856674265150446,0.15849994628202665
0.10148547296719845,0.08936051568857706,0.2616600645798469,0.0080392411847266,0.21240987856661034,0.09798417251477348,0.06441933833703808,0.16464131616122907
0.11016341732644608,0.1728118880160816,0.050072090913281395,0.1127096910938519,0.22287611173728109,0.04983366626238376,0.1196111156341702,0.16192201901650405
0.12460892300564415,0.07229968634703354,0.0351736370512213,0.025716175557356412,0.3922333903189162,0.13897694408613204,0.061335426644019406,0.14965581698967698
0.0470824469878872,0.03911761137389144,0.07194415584429817,0.04050768196347798,0.27438747705908384,0.19723514422730987,0.15386709072228535,0.175858391821766
0.09143441559748035,0.1104527749732407,0.045595462601383537,0.02938394850546785,0.25233162526824876,0.16504945954461744,0.14609218882395314,0.1596601246856082
0.12676858347087933,0.11336619727492853,0.032882846834681095,0.009723202631792433,0.18615547176079011,0.17302941587055332,0.1654644307898703,0.1926098513665049
0.12301246569594712,0.20558806825905634,0.039608564988785226,0.027961207980907014,0.17207417765774338,0.161093632461388,0.1250922099248502,0.1455696730313228
0.11963968130435546,0.08288110214989283,0.31460820175983123,0.006018485225686856,0.10912086425632068,0.10897546560433556,0.14023373298382186,0.11852246671575556
0.16356942373947478,0.13674734469601357,0.04201302214033732,0.011854588278211023,0.20868067846235597,0.18178587475204022,0.1057647496236831,0.1495843183078841
0.12927399241125628,0.11901529021161844,0.03687131180473876,0.012680143961102449,0.18233038821231165,0.16700536193403603,0.15214674458099328,0.20067676688394323
0.13851096318144285,0.11044940066063849,0.023790000584136977,0.02006083393253013,0.3439001929443611,0.1311671584022494,0.10840242076720914,0.12371902952743204
0.08653973367803952,0.11353920451051348,0.03226082576445824,0.24174484198834142,0.24452250799512845,0.10678452765792747,0.07892949330748897,0.09567886509810247
0.10144876810895685,0.09957146697755685,0.26315105951829026,0.00942403283853945,0.20981987597891727,0.09159728751599804,0.0937123946310518,0.1312751144306896
0.13676151297948463,0.10508437012783273,0.02244300551412481,0.01837901708699003,0.32597474107742025,0.14020868752509502,0.11381791451957941,0.13733075116947316
0.10721296490517465,0.09078952443389023,0.011128287870256447,0.28662773028611327,0.21119811030683555,0.12393965416932011,0.07178773933808875,0.09731598869032107
0.05197540754158657,0.10755865882569669,0.24930190781903475,0.013973091563810078,0.30334581574583713,0.09535203463492896,0.09741894781234203,0.0810741360567638
0.11109623967145696,0.06808093730254586,0.2852878950138028,0.004135720245721645,0.24482128801711023,0.0838348496695958,0.09295558235889605,0.10978748772087077
0.09614677628626055,0.11539254470238103,0.253925910253076,0.020874806101088595,0.26841024489989757,0.10564728714776041,0.07442896513920821,0.06517346547032762
0.11845110022919667,0.1857482202408225,0.04051561173550387,0.018828251951544455,0.2962749702895966,0.10589634967956776,0.10280419476106374,0.13148130111270442
0.0685028106103523,0.0830039212212186,0.19370287444930945,0.006042005049096579,0.1819132182571667,0.0736519435390209,0.034085623482815346,0.35909760339102026
0.08830888976964663,0.08533662778880144,0.021332209455354627,0.004712467483702983,0.38962263228435984,0.12003159876081879,0.1316964552622967,0.158959119195019
0.09406136548552312,0.1140651659957266,0.029547487568174078,0.01058606041715225,0.23784133817056405,0.09547843717013106,0.03855184032269462,0.3798683048700341
0.10498551125616148,0.1321238392077238,0.019307541897614126,0.007619109400467888,0.37927153995128693,0.15165385618646193,0.09858166688631062,0.10645693521397319
0.12099574266556662,0.08706219808846086,0.02351470258815652,0.011297590200463314,0.4036573576512608,0.12217821226829678,0.09574312327933879,0.1355510732584564
0.11763156508265488,0.06045816456385579,0.10355863332255627,0.02626356233608556,0.4360517886653413,0.05769857241665016,0.05452052943581034,0.14381718417704584
0.06645210575322487,0.08394044038902539,0.007102628542806301,0.22038627142723405,0.34033301675874666,0.09584789518267492,0.06473101978116012,0.12120662216512773
0.1243008001224381,0.08067722518786508,0.02348981492991546,0.010002403612465674,0.4093040021206621,0.13277669737709397,0.09377007786098245,0.12567897878857726
0.11999172044988105,0.0928508200811342,0.02144200821569372,0.010334425770417146,0.403263197177195,0.10806565503608281,0.0933268556114619,0.15072531765813418
0.10789618610379591,0.09971712152647812,0.029001241061583017,0.01060023863639294,0.3888461182373978,0.12392568304899157,0.1000606832632494,0.1399527281221111
0.1128331432010606,0.08802375830907924,0.019866318249383418,0.01078732837930814,0.38772941824659535,0.10458585557955921,0.1219705489983572,0.15420362903665688
0.12541370517236028,0.07564089551842013,0.021774849568876157,0.008599060524967003,0.42352355013170434,0.10587974981403303,0.1068474081162448,0.13232078115339424
0.08184093481946923,0.1353303521219535,0.019612341969887648,0.017646903060396645,0.4061989655253465,0.12219312973834051,0.074223851762382,0.14295352100222405
0.10367334646972631,0.10539622923520663,0.024949356175588126,0.007845788101113613,0.4502456861177677,0.13921972608116867,0.06618953143739378,0.10248033638203498
